user_name,user_followers,user_friends,user_favourites,user_verified,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,token_1,token_2,token_3,token_4,token_5,token_6,token_7,token_8,token_9,token_10,token_11,token_12,token_13,token_14,token_15,token_16,token_17,token_18,token_19,token_20,token_21,token_22,token_23,token_24,token_25,token_26,token_27,token_28,token_29,token_30,token_31,token_32,token_33,token_34
507,1471998,272,86,0,841,0,0,0,0,0,0,0,0,0,1,12,172,101,981,1784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,112228,206,2809,1,1,2,0,0,0,0,0,0,0,0,1072,479,463,4053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,628532,559,4919,0,1,0,0,0,0,0,0,0,0,0,162,203,729,855,10073,293,705,1866,935,2932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,341661,420,5460,1,2,1,0,0,0,0,0,0,0,0,154,1,2942,15,600,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,3977196,843,612,1,1,2,0,0,0,0,0,0,0,0,63,49,53,70,26,418,25,4428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,341664,420,5460,1,2,0,0,0,0,0,0,0,0,0,135,1,203,999,12,259,120,707,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,731549,1912,4486,1,0,0,0,0,0,0,0,0,0,0,3653,4894,6245,133,1030,3,50,6300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,341664,420,5460,1,1,2,0,0,0,0,0,0,0,0,172,600,43,606,49,690,223,135,1,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,102038,1262,7593,0,1,0,0,0,0,0,0,0,0,0,154,959,55,192,2340,63,12469,1243,186,10,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,102590,1201,24073,0,2,1,0,0,0,0,0,0,0,0,364,1460,2399,1628,21,2159,465,21,7351,106,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,873233,628,87,1,1,2,0,0,0,0,0,0,0,0,12,3175,220,2870,120,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,113256,4387,20334,0,1,809,2,904,0,0,0,0,0,0,156,58,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,873233,628,87,1,1,135,2,0,0,0,0,0,0,0,12,4195,577,111,120,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,3977223,843,612,1,1,2,0,0,0,0,0,0,0,0,63,49,53,70,26,418,25,4428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,107646,64359,40303,0,8579,8148,0,0,0,0,0,0,0,0,13044,11214,4456,8150,13895,6106,9749,48,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,102042,1262,7593,0,1,2,0,0,0,0,0,0,0,0,6955,339,502,242,19,3330,646,409,3605,10448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,873233,628,87,1,1,2,0,0,0,0,0,0,0,0,12,3175,220,2870,120,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,731594,1912,4486,1,0,0,0,0,0,0,0,0,0,0,123,103,16,1,15,505,398,6,12,26,42,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,104992,6377,148904,0,1,0,0,0,0,0,0,0,0,0,986,25,120,147,484,777,77,404,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,731596,1912,4486,1,1,61,0,0,0,0,0,0,0,0,359,31,190,428,54,18,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,113261,4387,20334,0,809,1,2,0,0,0,0,0,0,0,67,25,233,271,327,152,164,207,3556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,758597,1125,9277,1,1,2,0,0,0,0,0,0,0,0,40,145,1,25,15,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,758597,1125,9277,1,0,0,0,0,0,0,0,0,0,0,418,145,1,25,135,101,67,117,135,1009,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,1471997,272,86,0,1,135,2,0,0,0,0,0,0,0,172,6,17,43,2870,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,270710,30,2,0,92,476,1,2,92,5332,0,0,0,0,1116,348,199,610,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,268016,18029,32544,0,89,89,0,0,0,0,0,0,0,0,317,174,2295,135,25,89,170,8821,1420,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,270710,30,2,0,92,476,1,2,92,5332,0,0,0,0,1116,348,6832,199,1744,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,283927,831,1908,1,1,2,0,0,0,0,0,0,0,0,63,49,53,70,26,418,25,4428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,270710,30,2,0,92,0,0,0,0,0,0,0,0,0,1093,3698,1296,562,1116,348,199,874,25,199,3672,7223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,283927,831,1908,1,0,0,0,0,0,0,0,0,0,0,2656,3380,5339,2975,128,1568,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,316817,6847,6824,1,154,2,1,0,0,0,0,0,0,0,48,6,389,8,3461,17,43,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,341685,420,5460,1,2,1,0,0,0,0,0,0,0,0,1,121,38,17,144,135,2357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,268016,18029,32544,0,135,1,2,0,0,0,0,0,0,0,176,881,10722,233,3652,67,185,14074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,3977233,843,612,1,1,2,0,0,0,0,0,0,0,0,154,135,170,233,250,2101,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,184610,345,3626,1,1,2,0,0,0,0,0,0,0,0,131,3235,1170,120,147,135,108,588,327,451,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,283928,831,1908,1,0,0,0,0,0,0,0,0,0,0,2933,5319,148,839,671,554,1235,22,13156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,731610,1912,4486,1,0,0,0,0,0,0,0,0,0,0,154,67,8,2152,8,170,120,1,2101,29,13467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,341685,420,5460,1,2,1,0,0,0,0,0,0,0,0,154,1,920,600,43,135,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,341685,420,5460,1,2,1,0,0,0,0,0,0,0,0,135,3320,588,446,1,451,152,639,612,70,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,341685,420,5460,1,2,1,0,0,0,0,0,0,0,0,135,8,170,2369,1,250,2101,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,758596,1125,9277,1,1,2,0,0,0,0,0,0,0,0,135,1149,120,1,220,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,283928,831,1908,1,0,0,0,0,0,0,0,0,0,0,26,601,1196,321,1826,13485,597,156,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,283928,831,1908,1,0,0,0,0,0,0,0,0,0,0,986,5229,530,132,755,3,416,7448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,283928,831,1908,1,1,2,0,0,0,0,0,0,0,0,154,135,170,233,250,2101,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,142398,138981,16792,1,3995,84,1835,0,0,0,0,0,0,0,200,13087,11,15,345,2824,6520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,731617,1912,4486,1,1,0,0,0,0,0,0,0,0,0,343,1417,1162,204,1,255,274,316,1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,1524977,470,1529,1,1,2,0,0,0,0,0,0,0,0,564,149,9,48,422,2448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,1471997,272,86,0,1,0,0,0,0,0,0,0,0,0,601,3938,2614,7477,7199,7534,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,102726,450,46937,1,0,0,0,0,0,0,0,0,0,0,71,26,197,299,7481,3315,237,103,6237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,1524983,470,1529,1,0,0,0,0,0,0,0,0,0,0,149,9,48,422,2448,472,138,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,142399,138982,16792,1,219,1,0,0,0,0,0,0,0,0,1671,1047,37,271,424,2476,29,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,1471997,272,86,0,679,841,0,0,0,0,0,0,0,0,1,7312,901,1440,49,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,316818,6847,6824,1,154,1,2,0,0,0,0,0,0,0,8,2853,6,6,2,178,175,394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,731678,1912,4486,1,0,0,0,0,0,0,0,0,0,0,197,463,3,794,823,1938,4070,1,38,5153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,628602,559,4919,0,1,2,0,0,0,0,0,0,0,0,2150,342,12,185,519,45,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,341724,420,5460,1,1,2,0,0,0,0,0,0,0,0,1682,3440,86,7216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,316818,6847,6824,1,154,1,2,0,0,0,0,0,0,0,48,6,465,17,43,556,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,1471998,272,86,0,3309,1,750,0,0,0,0,0,0,0,1234,531,2214,351,3056,3923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,270713,30,2,0,0,0,0,0,0,0,0,0,0,0,2719,326,45,494,7757,4186,3748,188,705,1,290,861,19,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,1471998,272,86,0,218,1,2,0,0,0,0,0,0,0,751,196,873,36,1061,40,2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,731726,1912,4486,1,0,0,0,0,0,0,0,0,0,0,36,6,53,42,15,17,43,1,133,1030,7853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,179639,697,5035,0,1,2,0,0,0,0,0,0,0,0,151,2928,86,1701,504,3223,1689,2694,2172,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,341725,420,5460,1,2,1,0,0,0,0,0,0,0,0,1,920,56,303,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,270713,30,2,0,476,1,2,5332,14628,0,0,0,0,0,6832,428,6872,92,1116,348,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,316818,6847,6824,1,154,1,2,0,0,0,0,0,0,0,48,6,465,17,43,11,22,2190,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,368860,2246,31656,0,2734,0,0,0,0,0,0,0,0,0,10349,123,351,3693,5927,327,564,703,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,113378,4387,20334,0,809,904,227,2,0,0,0,0,0,0,22,564,11,1345,809,3546,86,904,9079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,731739,1912,4486,1,1,0,0,0,0,0,0,0,0,0,343,1417,1162,204,1,255,274,316,1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,265540,18,598,1,2,2505,3,0,0,0,0,0,0,0,167,636,100,403,145,25,193,308,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,270717,30,2,0,0,0,0,0,0,0,0,0,0,0,92,1116,348,199,2949,10487,86,371,1093,3698,1296,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,743824,1911,4482,1,0,0,0,0,0,0,0,0,0,0,1,5828,4649,353,130,465,4551,154,38,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,743825,1911,4482,1,0,0,0,0,0,0,0,0,0,0,71,6260,1,1139,247,3184,430,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,272011,29,2,0,0,0,0,0,0,0,0,0,0,0,1093,1296,25,199,11,19,354,287,818,38,16,1009,2,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,743828,1911,4482,1,1,0,0,0,0,0,0,0,0,0,1,213,2539,2178,1417,1162,204,1,2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,350976,415,5473,1,1,0,0,0,0,0,0,0,0,0,171,509,1557,2291,29,814,3431,600,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,732947,935,10116,1,1,0,0,0,0,0,0,0,0,0,235,3156,2257,362,112,198,1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,743840,1911,4482,1,1,0,0,0,0,0,0,0,0,0,8,354,1235,22,31,190,2,374,147,2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,142935,141162,16822,1,1,0,0,0,0,0,0,0,0,0,1340,4996,244,31,197,12,414,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,732972,935,10116,1,0,0,0,0,0,0,0,0,0,0,235,26,87,171,298,358,692,128,55,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,368794,2252,31726,0,2734,0,0,0,0,0,0,0,0,0,1230,256,133,6959,4520,4745,560,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,368794,2252,31726,0,2,0,0,0,0,0,0,0,0,0,3,1846,1792,7506,63,860,18,3411,2279,1221,7070,5145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,350987,415,5473,1,2,1,0,0,0,0,0,0,0,0,1,1714,4898,238,1973,600,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,103095,9,1690,0,92,11840,1,3,0,0,0,0,0,0,179,48,317,99,3957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,124945,10,6460,0,2,1,0,0,0,0,0,0,0,0,499,563,2457,2975,257,2,1,9718,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,286113,1348,7495,0,1,0,0,0,0,0,0,0,0,0,5763,1524,650,3334,9246,2628,55,2103,899,14379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,163979,701484,1030,0,61,89,2,1,35,3766,0,0,0,0,89,89,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,154278,443,4264,0,1,2,0,0,0,0,0,0,0,0,31,95,25,283,988,15,1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,351015,415,5473,1,2,1,0,0,0,0,0,0,0,0,154,1,296,600,43,303,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,743897,1911,4482,1,1,0,0,0,0,0,0,0,0,0,1,213,2539,2178,1417,1162,204,1,2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1745387,388,3328,1,2,1,0,0,0,0,0,0,0,0,974,10186,111,7801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,732926,935,10116,1,0,0,0,0,0,0,0,0,0,0,1244,7298,5068,6034,7909,1125,1392,15,2973,1026,2302,257,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,732927,935,10116,1,0,0,0,0,0,0,0,0,0,0,1271,1275,232,101,1569,7460,232,45,646,9302,145,3239,631,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1745387,388,3328,1,1,0,0,0,0,0,0,0,0,0,686,813,80,3855,140,2,27,2188,381,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,637289,564,4923,0,1,135,0,0,0,0,0,0,0,0,390,509,156,2946,120,120,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,146998,149336,3002,0,0,0,0,0,0,0,0,0,0,0,1,2,7586,11,125,878,593,1578,715,2,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,637292,564,4923,0,1,1234,2,432,0,0,0,0,0,0,12,516,335,462,70,255,3350,1234,462,8,8830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,732940,935,10116,1,2,57,0,0,0,0,0,0,0,0,1392,5565,80,257,262,1026,1984,49,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,351004,415,5473,1,2,0,0,0,0,0,0,0,0,0,1022,1172,712,462,55,38,1,218,198,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,732944,935,10116,1,0,0,0,0,0,0,0,0,0,0,29,5069,3239,12776,1995,738,631,1275,27,890,1275,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,351007,415,5473,1,1,2,0,0,0,0,0,0,0,0,1090,2527,109,589,120,198,3877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,172374,184593,8965,0,0,0,0,0,0,0,0,0,0,0,1639,466,1,2,8,4350,81,100,17,1639,466,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
